id,Name,Batch,Sector,Region,Company_Desc,Founding_Date,Founders,Incubator,Location,Source_Url,Company_Url
112,Formula Insight,S24,"FINTECH, SAAS, B2B, WORKFLOW-AUTOMATION, ENTERPRISE-SOFTWARE",NEW YORK,"Formula Insight offers Institutional Investors previously inaccessible data. We provide a central repository of financial models so investors can track changes to forecasts, quantify projection accuracy and expedite analysis. This further systematizes the investment process and enables better investment decisions.",2024,"Will Tong, Founder Co-Founder and CEO of Formula Insight. Will brings a decade of financial expertise to the role. He spent the past 4 years in public equities investing, most recently managing a healthcare equities portfolio at Citadel. In 2022, Will distinguished himself as a top 5 equity analyst within Citadel's Global Equities division.| Stefan Raghavan, Founder Co-Founder and CTO at Formula Insight. Background in aerospace engineering working on rockets and drones, most recently at SpaceX and Zero Aviation. Led design, testing and certification for engine components on Falcon 9 and Starship. Most recently founded Zero Aviation, a defense startup focused on developing long range fixed wing drones.",Y Combinator,New York,https://www.ycombinator.com/companies/formula-insight,https://www.formulainsight.io/
113,Overlap,S24,"CONSUMER, MEDIA, PODCASTS, AI",SAN FRANCISCO,"Overlap is Perplexity for the millions of hours of smart YouTube and interview content out there. 

Prompt Overlap with any topic and get the perfect clip. We have 7k users growing over 200% month-over-month since launching.",,"Jonathan Baer, Founder/CEO CEO & Founder of Overlap| Casey Traina, Founder/CTO CTO & Cofounder at Overlap",Y Combinator,San Francisco,https://www.ycombinator.com/companies/overlap,https://www.joinoverlap.com/
114,Capitol AI,S24,"AI-ENHANCED-LEARNING, ARTIFICIAL-INTELLIGENCE, WORKFLOW-AUTOMATION, ANALYTICS, MEDIA",,"As Perplexity or Gemini replaces the Google Search we all use today, it will remove the need to ever visit a website. This is an existential risk to all media brands, which is why Capitol went from zero to $1.68M in revenue during YC: all media companies need to offer THEIR OWN Perplexity-like experience to maintain their direct relationship with customers. The most trusted brand in political news and analysis, Politico, chose us to power their Politico Pro Subscription product.

Consumers expect instant personalized answers. Publishers won’t build this on their own.

Capitol’s API lights up publishers' websites and apps so their end users can generate personalized search results, cited research reports, and even tweet storms using the publisher’s proprietary data—all within their paywall. 

Capitol is the new last mile of content delivery for publishing. This market is $16b in 2023, and will grow to $85.6b in 2030.

Gemini and Perplexity are the imperial forces. Capitol is arming the rebels.",2021,"Shaun Modi, Founder & CEO Shaun Modi is the founder and CEO of Capitol AI, an infinitely smart research assistant that instantly generates high-quality content from your documents. One of the founding designers of Airbnb, Shaun has been named one of Business Insider’s Top 75 Designers in Technology. Shaun has designed software products for technology giants, the government, and its agencies, including Google, the White House, DoD, NASA, CDC, and Motorola. At Airbnb, Shaun worked side by side with CEO Brian Chesky.| thomas hallaran, Founder Software engineer and technical manager with a product mindset. Two decades of experience, including IC and Director positions in academia, venture backed startups, and the US Federal Government.",Y Combinator,"Washington, DC",https://www.ycombinator.com/companies/capitol-ai,https://www.capitol.ai/
115,Kart AI,S24,"SAAS, SALES, E-COMMERCE",SAN FRANCISCO,"You might have seen that Amazon recently launched Rufus, an AI conversational shopping assistant that’s everywhere on their online store. Every retailer now wants the same technology on their site - and that’s what we enable.",2024,"Rez Havaei, Founder Rez is the Co-Founder and CEO @ Kart AI. Rez dropped out of his Master's program at CMU to move to SF and build Kart. Previously he worked at Jane Street as a trader, as well as NVIDIA and Cohere as an AI researcher. He also helped build an LLM evaluation platform and benchmark at vals.ai as the founding engineer.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/kart-ai,https://kart.ai/
116,Void,S24,"ARTIFICIAL-INTELLIGENCE, DEVELOPER-TOOLS, AI",SAN FRANCISCO,"Void is an open source AI code editor. It provides developers with the AI features of Cursor, GitHub Copilot, and more, without sending their code to an external API.",2024,"Andrew Pareles, Founder Andrew is the CEO of Void. Before starting Void, he bootstrapped an edtech company, did quantum computing research @ Johns Hopkins APL, and studied computer science @ Cornell.| Mathew Pareles, Founder Mathew is the CTO of Void, the open-source AI code editor. Mathew studied physics and computer science @Cornell, and has previously conducted machine learning and materials science research.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/void,https://voideditor.com/
117,Anglera,S24,"MACHINE-LEARNING, SAAS, B2B, E-COMMERCE, AI",SAN FRANCISCO,"At Anglera, we're developing a suite of AI agents to help e-commerce companies run their operations more efficiently. Our flagship agent helps our customers onboard, enrich, and manage their product data, reducing time per product from 15 mins down to 5 seconds.

We previously developed ML to automatically enrich millions of products at Uber Eats, and we're now on a mission to automate the most common manual workflows for every e-commerce business.",2024,"Amay Aggarwal, Founder Amay is the Co-Founder of Anglera.  He graduated from Stanford with Bachelor's & Master's degrees, specializing in AI/ML. Previously, he led Catalog AI efforts to onboard, enrich, & standardize millions of products sold on Uber Eats.| Ray Iyer, Founder Ray is the Co-Founder of Anglera. He graduated from Stanford with a BS and MS in Computer Science, specializing in Systems & AI. Previously, he launched the first CPG Ads products at Uber Eats, and worked in engineering roles at Meta, Verkada, & Microsoft.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/anglera,https://www.anglera.com/
118,XTraffic,S24,"CIVIC-TECH, TRANSPORTATION, INFRASTRUCTURE, AI",,"XTraffic is at the intersection of advancements in sensor technology and affordability. Where it would previously cost a city up to $100,000 per intersection to create intelligent traffic lights, we can accomplish the same for pennies on the dollar. This means entire cities can affordably upgrade their infrastructure - and some already are. We are live in multiple cities, with both ongoing and successful pilots, corridors of multiple intersections, and soon to be entire cities. Our customers enjoy less traffic, better safety, and data on which to build their future.",2022,"Everett Ivy, Founder Hi! I have studied computer science, worked on control systems at Amazon, and been a professional gamer. Now with my friends and cofounders at XTraffic I am making traffic lights smarter.| Luke Adams, Founder Aerospace Engineering + Computer Science. 3 years @ SpaceX wearing many hats on the Starship program.  Now, working to bring traffic and city infrastructure into the modern age @ XTraffic!| Brian Payne, Founder Background in control systems and embedded hardware at Amazon. Love all things robotics, now building hardware and software systems to solve traffic!",Y Combinator,"Dallas, TX",https://www.ycombinator.com/companies/xtraffic,https://xtraffic.com/
119,Felafax,S24,"ARTIFICIAL-INTELLIGENCE, INFRASTRUCTURE, AI",SAN FRANCISCO,"Felafax is building AI infra for non-NVIDIA GPUs. With our ML experience from Google and Meta, we built a new AI stack that is 2x more cost-efficient and performant without needing Nvidia’s CUDA.",2024,"Nithin Sonti, Founder Building AI Infra for non-NVIDIA GPUs and democratizing large-scale AI training!  Previously, ML Engineer at Google/Youtube and NVIDIA.| Nikhil Sonti, Founder Building AI Infra for non-NVIDIA GPUs. Previously, spent over 6 years at Meta, worked on ML inference infra for serving ranking models for Newsfeed, Reels, and Watch. Before that, worked at Microsoft for 3 years.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/felafax,https://felafax.ai/
120,Henry,S24,"GENERATIVE-AI, SAAS, REAL-ESTATE, AI, AI-ASSISTANT",NEW YORK,"Henry is an AI copilot for commercial real estate (CRE) brokers that seamlessly integrates a brokerage’s internal data set with external sources to generate custom presentations and financial modeling for deals. Our mission is to help CRE brokers close more deals faster, earning more while doing less repetitive work. We’re initially focusing on enabling brokers to generate deal decks in seconds—a task that typically consumes 20+ hours a week across multiple departments within a brokerage.",2024,"Sammy Greenwall, Founder, CEO Sammy is the Co-Founder and CEO of Henry, Co-Founder and former CRO of Lev (which he scaled 0 to Series B / $10M+ run rate), and a retired real estate finance professional. Sammy was born and raised in the Bay Area and played college basketball at Swarthmore College. Sammy is passionate about building great products in large and stubborn markets.| Adam Pratt, Founder 2x Founder, Currently CTO and Co-Founder @ Henry.  Previously, Firefighter (Hamilton, NY - Station 19) and Co-Founder @ Halligan (Fire Department Saas Platform). Aquired by Vector Solutions in 2019",Y Combinator,New York,https://www.ycombinator.com/companies/henry-2,http://www.henry.ai/
121,Hey Revia,S24,"HEALTHCARE, CALL-CENTER, AI-ASSISTANT",SAN FRANCISCO,"Hey Revia is a voice AI that handles complex phone calls for healthcare providers. Our software automates complex menus, reduces hold times, and handles tedious phone calls—verifying provider details, updating insurance info, and securing approvals. We offer Revia as web app, mobile app and API.",2024,"Shaun Wei, CEO & Co-founder Building voice AI assistant for phone call.  Ex-googler worked on Google Assistant. Previously worked on self-driving car in Pony.ai| David (Wenbo) Zhu, Founder Building a voice AI assistant for phone call. Previously at Google, Brex.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/hey-revia,https://heyrevia.ai/
122,Ficra,S24,"ARTIFICIAL-INTELLIGENCE, B2B, WORKFLOW-AUTOMATION, PRODUCTIVITY, DESIGN-TOOLS",SAN FRANCISCO,"Ficra enables product teams to ship higher quality releases, faster. 

Ficra is the source of truth for every product screen and user flow, giving companies real-time visibility into what their users actually see in their live product. Ficra's AI provides a live, visual map of your users’ journeys: every screen, flow, A/B test, push notification and email. 

With Ficra, product teams no longer waste 25% of their time auditing complex user flows to assess product quality and find the blind spots in funnels.",2024,"Omar El-Sadany, Founder Co-Founder at Ficra; 3x founder; engineer.  Previously, Omar founded Sawa, a venture-backed platform increasing opportunity and transparency in Web3 and AI. An early Tech Lead at Voicea (acquired by Cisco), he developed core AI assistant features, like patented chat-based interaction and voice commands. Earlier, he was a software engineer at Apple, where he was recruited following the success of his mobile app, flagtag.  Holds an MBA from Stanford; BS in Computer Science from Carnegie Mellon.| Mohammed Abid, Founder Co-founder Ficra; 3x founder; designer.  Previously, Mo served as CEO of Salams, where he scaled the app to millions of users, significantly increased ARR profitably, and sold the company to The Match Group. As Director of Product Design at Voicea (acquired by Cisco), Mo led the design of the first meeting-specfic AI assistant. Earlier, he was a founding member of Facebook's first Design Systems Team.  Holds Master’s in HCI from Carnegie Mellon; BA in Economics from Stanford.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/ficra,https://ficra.ai/
123,RowBoat Labs,S24,"GENERATIVE-AI, B2B, API, CUSTOMER-SUPPORT, CONVERSATIONAL-AI",SAN FRANCISCO,"RowBoat Labs offers pre-trained LLM agents for customer support, which continuously learn from usage. Our LLMs are safe and brand-aligned. RowBoat agents seamlessly integrate into your systems and take actions where necessary.",2024,"Arjun Maheswaran, Founder I previously co-founded and served as CTO of Agara, a customer support AI startup that was acquired by Coinbase in 2021. Over the past decade, I've focused primarily on Deep Learning for Natural Language Processing (NLP), at Twitter Cortex, Agara, and Coinbase.| Ramnique Singh, Founder Co-founder at RowBoat Labs. Helping companies supercharge CX using LLMs.| Akhilesh Sudhakar, Founder Building LLM agents for customer support at RowBoat Labs. Most recently, led generative AI product for CX at Coinbase. Previously, ML scientist at Agara AI (autonomous customer support).",Y Combinator,San Francisco,https://www.ycombinator.com/companies/rowboat-labs,https://www.rowboatlabs.com/
124,Pipeshift,S24,"AIOPS, ARTIFICIAL-INTELLIGENCE, GENERATIVE-AI, INFRASTRUCTURE, AI",SAN FRANCISCO,"Pipeshift is the ""Vercel for open-source LLMs"", offering a platform for finetuning, distilling, and inferencing open-source LLMs for engineering teams to get to production with their LLMs 10x faster. With Pipeshift, companies making >1000 calls/day on frontier LLMs can use their data and logs to replace GPT/Claude in production with specialized LLMs that offer higher accuracy, lower latencies, and model ownership.

We are experts in LLMs, having scaled LLMs to 1000s of users in 2023. That's when we saw the massive drawbacks of closed-source LLMs in production, making us start Pipeshift. We met 6 years back as roommates during undergrad, and before starting Pipeshift, we led a defense robotics non-profit backed by NVIDIA and built a health-tech startup.

The shift to AI is like the shift to the cloud, every company is going to implement AI. And, open-source AI will be as good as closed-source AI. Meta's Llama 3.1 models prove that. But, the open-source AI stack is a complete mess, with companies needing a team of engineers to set up 10+ different tools just to get started and every optimization needs countless engineering hours.

Pipeshift offers this stack out of the box. With our fine-tuning + distilling platform and one-click deployment stack for hosting these LLMs, we ensure 10x faster experimentation cycles and time-to-production. Think ""Vercel for open-source LLMs"".",2024,"Arko C, Founder CEO @ Pipeshift. Helping developers fine-tune, distill and deploy open-source LLMs 10x faster.| Enrique Ferrao, Founder CTO @ Pipeshift. Focused on squeezing out max LLM performance from GPUs| Pranav Reddy, Founder Making LLMs go brrrr at Pipeshift",Y Combinator,San Francisco,https://www.ycombinator.com/companies/pipeshift,https://pipeshift.com/
125,Vera Health,S24,"GENERATIVE-AI, B2B, HEALTHCARE",SAN FRANCISCO,"We empower healthcare providers, starting with emergency physicians, with instant access to up-to-date evidence-based answers. Our platform cuts through the noise to deliver trustworthy medical information 10x faster, revolutionizing clinical decision-support.",2024,"Taieb Bennani, Founder Background in Biomedical Engineering from Yale and Data Science from MIT. Beyond obvious passion for AI and healthcare, I’m an avid reader (I highly recommend The Unbearable Lightness of Being by Kundera!), and tennis & football enthusiast.| Maxime Allouch, Founder Co-founder of Vera Health. Previously at MIT, Sorbonne, and HEC – dual background in business and AI. Passionate about health and fitness, I also compete in Spartan Races.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/vera-health,https://www.vera-health.ai/
126,Pharos,S24,"HEALTH-TECH, DIGITAL-HEALTH, HEALTHCARE, HEALTHCARE-IT, AI",SAN FRANCISCO,"Pharos automates hospital quality reporting, saving millions in labour costs and helping to prevent avoidable patient harm. 

Today, clinicians spend thousands of hours manually pulling complex facts out of medical records for mandatory reporting and quality improvement.

Our AI pulls those facts out of unstructured medical records automatically. We automate reporting and show staff where avoidable patient harm is happening.",2024,"Felix Brann, Founder CEO at Pharos. Previously VP Data Science at vital.io and VP Quantitative Research at JP. Morgan.   Obsessed with sepsis: https://ai.jmir.org/2024/1/e49784| Matthew Jones, Founder Founder and CTO at Pharos. Previously I was part of the founding team of Market2x, a rural trucking SAAS startup, growing that from inception to international expansion. The rest of my career has been as a software engineer at various health tech companies.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/pharos,https://pharos.health/
127,et al.,S24,"AI-ENHANCED-LEARNING, CONSUMER, PRODUCTIVITY, AI",SAN FRANCISCO,"et al. is a mobile app that aggregates your newsletters, research papers, articles, and more, in one place. Think of it as an LLM-powered feed delivering you useful content in short insights.

For example, if you’re building an AI voice agent, you’ll see the latest in speech-to-text models without having to actively search, go through a pile of research papers, or prompt an LLM.

We extract key takeaways from long-form content - allowing you to read as little or as much as you like from the original piece of information. With et al., you get to stay on top of breakthroughs in your field, build knowledge, and discover new interests effortlessly.",2024,"Marie van der Klink, Founder Design engineer graduate from Imperial College London with experience in software and UI/UX design.| Carine Fattal, Founder Masters in design engineering from Imperial College London. Experience in mobile app development and interaction design.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/et-al,https://www.et-al.io/
128,Keet,S24,"DEVELOPER-TOOLS, B2B, AI",,"Keet provides APIs for any website. Developers use us to connect their customers accounts and perform actions on their behalf. 

Whether it be legacy software or consumer sites, Keet manages your users authenticated sessions and provides stable integrations on any web platform. Now your AI Agent can access healthcare data or send automated messages on LinkedIn via Keet’s API or SDK.",2024,"Zack Ashen, Founder Co-Founder @ Keet, Cornell CS.| Tommy Tsai, Founder Co-Founder @ Keet, Cornell CS.",Y Combinator,,https://www.ycombinator.com/companies/keet,https://trykeet.com/
129,Terra,S24,"MANUFACTURING, SUPPLY-CHAIN, PROCUREMENT, ENTERPRISE-SOFTWARE",NEW YORK,"Enter Terra, a new world of product building. Connect with suppliers, expedite sampling, and track production in real-time, removing the uncertainties of overseas manufacturing.",2024,"Lev Glushkovskii, Founder Previously co-founded SabersPro and bootstrapped the company from 0 to $10M+ in sales in 2.5 years, where he restructured the supply chain with factories increasing margins by 15% saving ~1M in profits. Dropped out from the Business, Technology, and Entrepreneurship program (BTE) at NYU Stern.| Dylan McFarland, Founder In high school bootstrapped a furniture startup and in under a year went from selling on Craigslist to running a 40-person factory in Shenzhen. Took those insights and dropped out NYU Stern BTE to run Terra, a platform that streamlines supply chain creation for growing companies.",Y Combinator,New York,https://www.ycombinator.com/companies/terra-2,https://useterra.com/
130,AI Sell,S24,"SALES, E-COMMERCE, AI",SAN FRANCISCO,"We're building AI Sales Associates for eCommerce. Imagine going on nike.com and facetiming an AI Lebron James and getting his advice on which his shoes to buy. Traditional brick-and-mortar retail stores rely on sales associates to provide personalized customer service, guide product discovery and close sales, but it's always been too expensive and unscaleable for online stores. We're building video-based AI agents that are experts in their products and can gently steer customers to a purchase, delighting customers and lifting conversion/AOV.

Jerry and Jeffrey are brothers who previously worked together to scale The Coding School to a 6mil+ in revenue. Jerry built software to help run the 50+ Shopify brands that Openstore acquired more profitably and efficiently. He was also an engineer at Flexport and Google.

Jeffrey previously worked at DRW as a quant trader, and as an engineer at Facebook, Snowflake and Amazon.",2024,"Jerry Liu, Cofounder, CEO CEO/Cofounder @ AI Sell. Excited to build on my work at Openstore where I built software to run 50+ Shopify brands more profitably. Also worked on payments at Flexport and ads at Google. Was CTO of The Coding School, a nonprofit that raised 6m+ from Google/IBM/Department of Defense. CS @ Duke.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/ai-sell,https://www.aisell.com/
131,"Diode Computers, Inc.",S24,"GENERATIVE-AI, SAAS, MANUFACTURING, ELECTRONICS",NEW YORK,"Diode automates hardware design, like hiring a senior electronic engineer for your projects. We use generative AI models to create and manufacture custom printed circuit boards in minutes, not weeks.",2024,"Davide Asnaghi, Founder Davide is the Co-Founder and CEO @ Diode Computers, Inc.  - 6 Years of experience building hardware at big tech (Special Projects Group @ Apple working on robotics) and medtech startups (Butterfly Network, Chromatic).  - B.Sc. Engineering and Robotics, doing research in Hong Kong and Shenzhen, hardware capital of the world  - M.Eng. At Berkeley: designed open source hand prosthesis hardware| Lenny Khazan, Founder Lenny is the Co-Founder and CTO @ Diode Computers, Inc.",Y Combinator,New York,https://www.ycombinator.com/companies/diode-computers-inc,https://diode.computer/
132,SureBright,S24,"ARTIFICIAL-INTELLIGENCE, FINTECH, E-COMMERCE, INSURANCE, RETAIL",NEW YORK,"SureBright lets e-commerce merchants embed ""Apple Care” like product warranties into their checkout flows in less than 10 minutes. Our AI-powered warranty platform generates incremental revenue and boosts customer loyalty at zero cost to the merchant.

We earn a margin on each policy sold. Currently, we’re live with 60 merchants generating $22K in monthly revenue. We’ve booked an additional $50K of monthly revenue in signed contracts. 

Sanket led engineering at PolicyBazar, an insurance tech company that IPOed and is valued at over $8B. Manish worked at Amazon and has built $100M ARR products, handling over 180B requests per day.

Until now, finding the right policy for any product and pricing it at the right price wasn’t possible at scale. We automated this process using LLM and have unlocked a $50B+ opportunity. Each month, over 5 million consumers view SureBright warranty offers.",2022,"Manish Chauhan, Founder Manish is the CEO and co-founder of SureBright. He holds an MBA from INSEAD (France) and an MMath (CS) from the University of Waterloo, where he researched and published on low-latency real-time systems.  He has previously worked at Amazon and startups like Applyboard, where he built products handling over 180 billion requests per day, contributing to $100M+ in ARR.| Sanket Munjal, Co-Founder CTO & Co-Founder @ SureBright. Led Engineering at an InsurTech, PolicyBazaar.com that went public (8Bn USD). 2x Founder. Ex-Philips, Ex-Samsung",Y Combinator,New York,https://www.ycombinator.com/companies/surebright,https://surebright.com/
133,Usul,S24,"ARTIFICIAL-INTELLIGENCE, GOVTECH, B2B, PROCUREMENT, BIG-DATA",SAN FRANCISCO,Usul helps companies win defense contracts with AI. Recent conflicts have forced the DoD to demand the next-generation of military technology. So we built software for US companies and our allies to collaborate and sell to the government.,2024,"Jarren Reid, Founder CEO & Co-Founder @ USUL | Prev: Stanford CS, Palantir, MITRE| Oliver Gomez, Founder CPO & Co-Founder @ USUL | Prev: Stanford CS AI + Econ, Palantir, Product at ex-YC company| Joonghyun Lee, Founder Chief Engineer & COO @ USUL (S24). Ex: UMich ECE and Stanford Aero/Astro.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/usul,https://www.usul.com/
134,Saldor,S24,"GENERATIVE-AI, AI",SAN FRANCISCO,Software engineers that don't sleep.,2024,"Jacob Bland, Cofounder, CEO Cofounder and CEO at Saldor. Priorly product manager and tech lead at Crusoe Cloud. Before that, on the data team at Square.| Jack Cameron, Founder/CTO Cofounder and CTO at Saldor. Previously at Crusoe Energy building storage solutions for Crusoe Cloud.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/saldor,https://saldor.com/
135,Bucket Robotics,S24,"HARD-TECH, ROBOTICS, COMPUTER-VISION, MANUFACTURING, INDUSTRIAL",,"250M lbs of plastic is wasted annually in US manufacturing. Bucket Robotics is making defect detection faster and easier to deploy to prevent that.

Our products are designed to be easy to integrate into existing automation and technology stacks, flexible enough to bring retooling costs down, and reliable enough to make you forget that it's a robot.

Matt and Steph are leveraging their experience from the self-driving industry, where we've integrated high-performance computing and quality sensing into complex, noise-filled environments. We focus on robust hardware and user-friendly software for a new generation of end-users, ensuring ease of use and rapid deployment.

Secure and efficient handling of user data can make customers in the manufacturing space nervous to invest in sensing — our team's extensive experience handling self-driving car data in these regulated environments positions us uniquely to tackle these challenges. Companies like Keyence, National Instruments, and FLIR offer either outdated hardware or prohibitively expensive systems, along with software that hasn’t evolved to meet modern user needs.

US manufacturing is undergoing a significant transformation, with construction spending hitting a record annualized pace of over $200 billion. The need for a more reliable supply chain has seen over $700 billion in manufacturing megaprojects across North America since 2021, and this growth requires heavy automation. Bucket Robotics is at the forefront of this shift, offering a scalable, cost-effective solution that enhances automation and positions manufacturers closer to their end customers.",2024,"Matt Puchalski, Founder/CEO Matt is co-founder and CEO of Bucket Robotics.   Before co-founding Bucket Robotics, Matt distinguished himself in the autonomous vehicle industry through pivotal roles at Stack AV, Latitude AI, and Argo AI. His work at these companies brought the deployment of autonomous vehicles to public roads across the United States and Germany. With deep expertise in integrating and operationalizing AVs, Matt brings a unique vision to revolutionize the robotics industry.| Steph Wolski, Founder/CTO Steph is co-founder and CTO of Bucket Robotics.  Steph began college at the age of 13 and started working in robotics at 18. He was the Remote Guidance Tech Lead at Argo AI where he met Matt. Later, Steph was an early engineer at Stack AV, working on the Autonomy Integration team where he stood up core infrastructure for their self-driving trucks.",Y Combinator,"Pittsburgh, PA",https://www.ycombinator.com/companies/bucket-robotics,https://bucket.bot/
136,Oway,S24,"MACHINE-LEARNING, MARKETPLACE, B2B, RIDESHARING, LOGISTICS",SAN FRANCISCO,"Oway is a rideshare freight platform that uses machine learning to automatically coordinate and sell unused space in trucks to SMBs at a 50% discount for lightning-fast shipping. 

Every year, nearly 50% all truck space goes unused annually in the almost $1T US trucking industry. On the other hand, SMBs represent 44% of the US GDP and are historically forced to deal with high freight rates and friction due to their small size compared to enterprise businesses. 

With trucking being a hyper-fragmented market (90%+ of US trucking companies are small family businesses), we decided to build an ecosystem that takes all of this inefficiency and turns it into something that could fundamentally transform the livelihoods of businesses and drivers alike.

Oway is designed to be simple (you can place an order in 30 seconds) and scale with your business. Our ML rideshare protocol now allows businesses to ship freight affordably and faster than ever before. We also improve the survivability of independent truckers by maximizing their revenue when they’re already on the road - and it’s great for the environment too. 🍃",2023,"Phillip Nadjafov, Founder Founder of Oway, an ML-based online rideshare platform that makes small-batch freight shipping affordable for everyone.   Self-taught engineer and occasional car designer.",Y Combinator,San Francisco,https://www.ycombinator.com/companies/oway,https://www.shipoway.com/
137,Elayne,S24,,,"Elayne empowers families to build generational wealth by automating estate planning and settlements on a single, unified platform. As the AI Executor, we manage the entire estate transfer process, facilitating $3 trillion in wealth transfers annually, with a ~3% take rate.

Adria experienced this challenge firsthand after her mom passed away, leaving her to settle the estate while balancing her career. The process is currently entirely manual and takes an average of 400 hours over 18 months. Adria eventually burned out and resigned, which is when she realized that bereavement costs businesses $100 billion annually in lost productivity, absenteeism, and attrition.

By addressing this problem through businesses, Elayne generates recurring revenue in an industry traditionally reliant on 1x transactions, while maintaining a lasting presence in the end user’s life. We directly alleviate the 43% increase in attrition following the death of a family member, while reducing overall costs for grieving families, democratizing estate support, and saving users hundreds of hours in financial, legal, and administrative tasks per loss.",2024,"Adria Ferrier, Founder/CEO Co-founder / CEO at Elayne. Former large-cap private equity investor. Wharton grad.| Jacob Grafenstein, Founder/CTO Chief Technology Officer at Elayne AI. Previously lead engineer on the Rocket Money (Truebill - YC16) web & mobile platform. Built a YouTube channel to 32,000 subscribers. Frequently indie hacking.",Y Combinator,,https://www.ycombinator.com/companies/elayne,https://www.elayne.com/
138,Blaze,S24,"FINTECH, CRYPTO-WEB3, PAYMENTS, FINANCE, TRAVEL",,"Blaze (YC S24) is global Venmo for cross border payments. It's a peer to peer payments app that uses USDC to make payments fast and cheap between any two people anywhere in the world. The founders scaled their last startup to $1M in ARR, studied mathematics and engineering at Duke, NYU, and Cornell, and have led teams at Spotify, Artsy, and Bitpanda. They're live in the US and Mexico, available for download on iOS and Android: https://blaze.money",2023,"Faiyam Rahman, Founder Faiyam is a full-stack engineer with a bachelors in mathematics from Duke and a masters of engineering from Cornell Tech. He is now the cofounder and CEO of Blaze Payments.   He is an avid traveler, most recently having completed a 6 month tour of India, Bangladesh, Nepal, Bali and Portugal. He is also an avid practitioner of yoga and meditation, and he enjoys long walks, the spoken word, and celebrating the joy of being alive.| Luc Succès, Founder Luc is a 2 time VC backed founder. His first startup, Often, launched a keyboard app that enabled you to text your friends with Drake lyrics. Upon launch, Often blew up to #1 on the App Store and got over 400k downloads. He scaled his second startup Seasons, a rental service for high end menswear to $1mm in ARR.  Luc is a seasoned tech leader, having led teams at Artsy & Spotify. He is also an avid traveler, having lived and worked in over 50 countries worldwide.| Igor Zagnienski, Founder Igor holds a bachelor's degree in marketing from the School of Economics and Law in Kielce. Prior to Blaze, he co-founded Space Individuals, a top-tier job site dedicated to the space industry. Adding to his diverse experience, he was a Senior Designer at Bitpanda, Austria's first billion dollar tech success.",Y Combinator,"Mexico City, Mexico",https://www.ycombinator.com/companies/blaze-2,https://blaze.money/
139,pap!,S24,"FINTECH, CONSUMER, CONSUMER-FINANCE, AI-ASSISTANT",BERKELEY,"Consumers miss out on $70B+ every year because they're busy and unaware, and that money is sitting in their email inbox. So, we automated reading email receipts and claiming the money they're entitled to, offering a service to which you can sign up once, do (literally) nothing, and earn $.

Where is this money coming from?

- Retailers: When the price of clothes or furniture you've already bought drops, you're entitled to a refund for the difference
- Airlines: When a flight you've booked gets delayed or canceled, you're entitled to a cash compensation.
- Enterprises: When a class-action lawsuit is filed against a company you engage with, you're entitled to money.
- And many more, that even the government holds some of your unclaimed funds.

Today, the dream of one service that automatically claims the money you deserve when you shop, fly,... and live is (finally) possible.

We started with automating refunds in the shopping industry and have secured $8,000 in refunds to our users, growing 233% MoM. With AI, we've been able to repurpose that same automation to tackle refunds in the flight industry and the class-action lawsuit landscape.

Why us? (1) We're obsessed with reclaiming what's rightfully yours: Kamal and Anthony grew up in Lebanon, where people's money was unfairly taken away. (2) Weijie was the lead infra engineer for Wish's recommendation system, the feature that fueled their IPO. Our combined experience includes Apple, Addepar, Bolt, Wish, and StackAdapt.

And we're all working towards one goal: move those billions of dollars where they belong.",2024,"Kamal Nahas, Co-Founder, CEO Kamal earned a B.S. in Electrical Engineering and Computer Sciences from UC Berkeley, worked at Apple as a Security/ML software engineer intern, and met hundreds of engineers while working at Human Capital. He grew up in Lebanon, where he led operations resulting in 230+ families fed for an entire month and 25+ civilians housed.| Anthony Rassi, Co-Founder, COO Anthony graduated from USC in Computer Engineering and Computer Sciences and worked at Addepar as a product engineer intern. He grew up in Lebanon, where he won a national hackathon, built a 5-figure affiliate marketing business, and led an engineering team at the country’s largest retailer.| Weijie Wang, Founder Weijie is the Co-founder & CTO of pap!. Before pap!, Weijie spent 6 years in the e-commerce domain and was the lead infra engineer for Wish’s recommendation system. Waterloo & UIUC grad.",Y Combinator,"Berkeley, CA",https://www.ycombinator.com/companies/pap,https://joinpap.com/
